4532 8117 15366 12477 16179 2032 10389 14666 8302 763 3356 13096 9203 11390 12251 14409 13143 5090 8531 3309,2989,0.5310688018798828
2201 1013 17536 7577 1109 13679 12528 6338 12446 15346 10949 17987 4798 654 18835 14706 13595 8850 13313 6831,1465,0.02768726833164692
2750 16741 6595 14840 12449 13237 17374 1473 686 15729 10820 14503 17974 239 11594 6938 18988 1703 18605 14540,253,0.06783430278301239
6009 17775 1198 8147 15806 15860 3435 10949 1183 10744 16726 10826 146 13987 15066 3487 4909 17261 8827 2819,4294,0.05402654409408569
6614 1619 3784 16984 15415 10149 14542 18215 4590 12580 461 12984 1371 12652 12441 1269 7614 4820 10536 1299,6586,0.0065354336984455585
18321 5058 2037 17279 18608 13849 360 8625 9662 5878 5607 7022 15886 14438 8391 1341 3514 1842 2313 11041,2375,0.8187221884727478
12203 1859 14090 3914 15834 932 7395 1055 460 7861 4639 854 14607 7126 16051 15853 12332 6899 946 1001,1533,0.4547942578792572
4402 6012 8181 11161 14515 8386 2238 17506 1179 16248 6027 6664 10023 873 7307 9608 18152 4993 4384 4460,789,0.2549039125442505
12625 5135 1042 17173 13898 8881 2195 5102 8842 18058 17673 2811 6840 9035 7933 15066 10923 15681 4572 7366,612,0.4564269781112671
8447 14097 7337 5984 671 5310 7629 6033 1357 13699 3445 14402 10037 14902 4340 18944 15792 15532 5849 18107,1058,0.04952869564294815
245 2262 16634 12469 6954 2908 9917 3149 1229 13779 13870 11595 18412 11479 1218 8120 11485 10733 3679 15202,13004,0.04948714002966881
4586 15995 14136 19007 3894 9193 17775 18903 4579 13127 15264 4910 1109 7728 12284 8643 8658 13024 18970 833,1077,0.28251901268959045
13275 4152 3542 18924 1565 870 7491 15570 12663 10542 9609 2187 4076 12479 9808 2239 9700 13850 10820 3857,273,0.6044763922691345
2555 8886 5232 4157 11533 10098 18123 606 7765 12566 7123 6658 4278 4599 9887 6118 11548 11248 8358 12001,478,0.6720435619354248
3878 10503 1707 8215 2223 11052 17168 8681 8047 15039 16823 2871 14312 18726 16533 13126 11678 2064 17067 17273,612,0.09086047112941742
11364 18684 8422 13362 16018 3812 5897 5300 7129 7314 17749 5425 14024 15393 17737 18293 18238 13586 13778 72,2375,0.1971089243888855
36 5581 14117 13339 3715 12487 10485 2513 13484 6697 2427 6897 7875 17810 17533 12418 10488 8215 824 7218,132,0.30307072401046753
17024 13107 16628 16976 2545 12528 3487 6993 11234 6852 17815 8525 10175 13089 9919 6118 343 17811 1402 13140,1795,0.9082165956497192
8777 18511 16464 11814 4341 18354 16781 10681 5304 19014 1493 7484 16838 3358 4844 12668 6674 8931 2233 9960,96,0.19844567775726318
5467 7330 4307 2589 13251 480 3375 6565 1681 4181 7678 5990 1452 15490 7463 5264 2833 2542 15845 9483,612,0.966521143913269
11801 13098 3430 8896 10964 2448 13848 18018 5769 12798 1135 16408 4169 1914 18178 7765 12221 12689 13418 4687,1311,0.17496858537197113
12465 7695 18014 16325 15261 4318 4858 11936 18895 4267 11636 7891 660 2411 11457 7053 1460 14945 10260 9084,784,0.008476241491734982
15403 11220 9345 15170 4094 445 3409 14191 17006 2166 14441 15904 9390 5157 16831 19033 6651 14601 9828 547,15503,0.37082037329673767
4078 11926 9604 15869 92 9909 15865 14796 12563 11421 15312 4143 17137 13121 10220 2814 8155 17666 3723 362,145,0.22886238992214203
12163 11920 8140 12123 1627 5058 5947 16351 14271 535 6815 14981 17762 14720 4612 16156 438 416 15212 4847,1595,0.9463745355606079
4356 4252 9853 3012 13860 7290 3875 9187 10856 10090 17161 12257 13084 3566 7046 1709 9 2440 10392 10104,1525,0.09139098972082138
5358 49 5390 15298 3543 17375 308 700 14694 15495 476 8897 18016 7418 15820 17787 5648 14303 7304 14002,6725,0.48527103662490845
3070 15895 1415 15399 17458 3959 1125 7095 8774 4311 11149 3685 5078 1516 8179 13489 5324 14438 11197 19024,6822,0.35562148690223694
6629 12459 2067 800 5291 3613 11346 17935 18576 9294 8388 14443 2512 3342 9170 4848 17759 13900 12467 1376,69,0.3551870882511139
11483 5585 9309 14291 4294 3462 14307 5143 6299 14485 9726 18412 17795 10762 14914 8479 2455 10228 4359 18843,1311,0.027927745133638382
6405 16921 10424 16718 14330 18891 12073 4194 3046 2257 11108 14625 13998 16857 3001 1858 9687 2197 15550 11959,3691,0.9794345498085022
11139 9539 4473 12999 18409 5798 16324 8673 17794 1777 2546 3457 15923 2804 13344 17393 10720 17438 17695 5679,76,0.3180105686187744
8312 16636 7470 1238 4350 8270 8705 1482 2070 13553 18357 13309 324 13574 9822 2224 10563 8434 7151 5991,84,0.13116680085659027
16558 15179 13943 12482 6880 5206 5951 2735 12019 4959 19013 7349 15581 15089 4724 14031 11372 5695 9956 117,2740,0.0817510187625885
11546 13180 12284 4420 3947 2535 7802 14232 6435 5947 15419 18978 7169 15913 16399 152 9276 7821 4483 415,850,0.8752198815345764
3211 13718 1835 18228 17442 4712 7625 6793 2445 15296 11921 2249 2639 18794 5274 16360 10347 3445 8796 9362,250,0.1595759093761444
7311 11670 12596 8309 6554 1832 14152 3096 6261 14559 11192 11267 432 13474 3366 14949 13168 7174 2341 8367,1060,0.01037110760807991
453 18210 7992 14149 16854 9999 16585 1290 7819 5519 39 6114 7304 5101 6635 3366 18713 18244 14545 2214,714,0.18165253102779388
12917 17003 5697 3874 4343 12354 3082 1024 12925 6077 8693 14800 13090 2082 13878 12607 16529 9242 18906 17871,69,0.41535356640815735
11910 11429 8130 12940 16401 6492 14371 13121 3140 3753 638 8534 9051 5780 4146 8971 2781 8756 688 12867,2261,0.7538440823554993
1555 7837 7662 2737 6729 4579 14227 306 17289 16032 6920 6522 9067 442 12986 10840 8765 12761 17858 11167,2375,0.08426999300718307
17314 484 10297 9091 4174 9257 18842 5366 16472 852 14449 13723 5742 2612 669 12227 1880 2962 13419 15550,2298,0.027011381462216377
316 874 17552 947 13334 9993 17217 8555 15672 5942 2137 17332 17891 11895 11396 2891 11858 5763 5000 17136,132,0.12883570790290833
10558 14163 12310 11982 9371 5485 2106 11557 6898 16467 14300 11842 15609 11231 8069 16250 12059 5297 18303 1410,553,0.5731550455093384
9034 897 4725 17827 2865 5833 10874 12987 9818 15989 10826 7733 3902 4903 8900 4756 10145 13884 5435 6493,786,0.2121955007314682
